ID,Language_ID,Primary_Text,Analyzed_Word,Gloss,Translated_Text,Meta_Language_ID,LGR_Conformance,Comment,POV,Citation
248,ZOC,Y-tsamhayu teʔ Y-tɨwɨ ke tɨhkɨyu wakas Y-neʔ Y-kama-ʔohmo,Y-tsamhayu	teʔ	Y-tɨwɨ	ke	tɨhkɨyu	wakas	Y-neʔ	Y-kama-ʔohmo,3.ERG-said.to	ART	3.POSS-friend	that	entered	cow(s)	3.POSS-own	3.POSS-corn.field-in,He told his friend that cows had entered his own cornfield.,,,,own,Volker Gast (f.w.)
249,ZOC,naytyumɨ Y-tsehtsu teʔ tsaʔma waʔy Y-tsɨhku kama,naytyumɨ	Y-tsehtsu	teʔ	tsaʔma	waʔy	Y-tsɨhku	kama,alone/INT.3SG	3.ERG.cleared	ART	underwood	so.that	3.POSS-do	corn,He cleared the land alone in order to sow corn (lit.: do corn).,,,,adv exclusive,Volker Gast (f.w.)
250,KJV,naanu naan-ee bande,naanu	naan-ee	bande,I	I-EMPH	came,I myself came.,,,,adnominal,"Amritavalli, R. (2000). Lexical anaphors and pronouns in Kannada. In Lust et al. (eds.), <i>Lexical Anaphors and Pronouns in Selected South Asian Languages</i>. Berlin: Mouton."
251,KJV,Raama avan-ee/taan-ee banda,Raama	avan-ee/taan-ee	banda,Raama	he-EMPH/TAAN-EMPH	came,Raama himself came.,,,<i>taan-ee</i> as a strategy of adnominal intensification only with subjects (nominative or dative/experiencer NPs),adnominal,"Amritavalli, R. (2000). Lexical anaphors and pronouns in Kannada. In Lust et al. (eds.), <i>Lexical Anaphors and Pronouns in Selected South Asian Languages</i>. Berlin: Mouton."
252,MLS,trid teżamina lil-ek innifs-ek swwa biex tara ghand tort,trid	teżamina	lil-ek	innifs-ek	swwa	biex	tara	ghand	tort,want	examine	OM.2SG	REFL-PRON.2SG	well	in.order.to	see	have.not	fault,You have to examine yourself carefully to see whether you are at fault.,,,OM: object marker; ż: alveolar affricate,reflexive,"Borg, Albert & Maarie Azzopardi-Alexander (1997). <i>Maltese</i>. London: Routledge."
253,MLS,din l-istorja tirrepeti ruh-ha kull sena,din	l-istorja	tirrepeti	ruh-ha	kull	sena,this	the-story	repeats	REFL-PRON.3SG.FEM	every	year,This affair repeats itself every year.,,,<i>ruh</i>: occurs in anti-causative and other middle contexts,reflexive,"Borg, Albert & Maarie Azzopardi-Alexander (1997). <i>Maltese</i>. London: Routledge."
254,MLS,l-Imperatur innifs-u/stess gej jarak,l-Imperatur	innifs-u/stess	gej	jarak,the-emperor	INT-PRON.3SG/INT	is.coming	sees,The emperor himself is coming to see you.,,,&lt;g&gt;: voiced post-alveolar affricate,adnominal,"Borg, Albert & Maarie Azzopardi-Alexander (1997). <i>Maltese</i>. London: Routledge."
256,HBR,hu metaken et atsm-o,hu	metaken	et	atsm-o,he	corrects	DEF.OBJ	REFL-POSS.3.SG.MASC,He corrects himself.,,,,reflexive,"Glinert, Lewis (1989). <i>The Grammar of Modern Hebrew</i>. Cambridge: CUP."
257,HBR,he’ir atsm-o,he’ir	atsm-o,wake.up	REFL-POSS.3.SG.MASC,to wake oneself up,,,nominal strategy,reflexive,"Glinert, Lewis (1989). <i>The Grammar of Modern Hebrew</i>. Cambridge: CUP."
258,HBR,hitorer,hitorer,wake.up.HITPA’EL,to wake up (intransitive),,,verbal strategy,reflexive,"Glinert, Lewis (1989). <i>The Grammar of Modern Hebrew</i>. Cambridge: CUP."
259,HBR,taashímu et ha-sar (be-)atsm-o,taashímu	et	ha-sar	(be-)atsm-o,blame	DEF.OBJ	ART-minister	(BE-)INT-POSS.3SG,Blame the minister himself!,,,,adnominal,"Glinert, Lewis (1989). <i>The Grammar of Modern Hebrew</i>. Cambridge: CUP."
260,HBR,ha-makom atsm-o nire muznah lemaday,ha-makom	atsm-o	nire	muznah	lemaday,ART-place	INT-3.SG.MASC	looks	shabby	rather,The place itself looks rather shabby.,,,,adnominal,questionnaire (source of information: Laurence Khaiat)
261,HBR,ani tamid poteah et mihtav-ay be-atsm-i,ani	tamid	poteah	et	mihtav-ay	be-atsm-i,I	always	open	DEF.OBJ	letters-POSS.1.SG	INSTR-INT-POSS.1.SG.,I always open my letters myself.,,,<i>ay</i>: implies plural possessum,adv exclusive,questionnaire (source of information: Laurence Khaiat)
262,HND,tum apnee aap hii kheeloo,tum	apnee	aap	hii	kheeloo,you.FAM	[REFL	INT]	only	play.IMP,Play by yourself (not with anyone else)!,,,[REFL INT]: adverbial exclusive meaning,adv exclusive,"Davison, A. Mistry (2000). Lexical anaphors and pronouns in Hindi/Urdu. In Lust et al. (eds.), <i>Lexical Anaphors and Pronouns in Selected South Asian Languages</i>. Berlin: Mouton de Gruyter."
263,KHQ,ay ta jaatir di cindi ka goy dooti,ay	ta	jaatir	di	cindi	ka	goy	dooti,I	TOP	INT	DEF	remain	INF	work	there,I myself continue to work there.,,,,adnominal,"Heath, Jeffrey (1999a). <i>A Grammar of Koyra Chiini. The Songhay of Timbuktu</i>. Berlin/New York: Mouton de Gruyter."
264,KHQ,boro bobo guna ga i jur [[ŋgiye huneyno] se] i si batu ga gaa,boro	bobo	guna	ga	i	jur	[[ŋgiye	huneyno]	se]	i	si	batu	ga	gaa,person	many	see	it	they	run	[[REFL.3PL	INT]	DAT]	they	IMPF.NEG	await	it	EMPH,"Many people have seen it (=dwarf), (but) they ran away by themselves, they didn't wait for it at all.",,,reflexive <i>ŋgiye</i> (&lt;ŋgu) in combination with AVE,adv exclusive,"Heath, Jeffrey (1999a). <i>A Grammar of Koyra Chiini. The Songhay of Timbuktu</i>. Berlin/New York: Mouton de Gruyter."
265,KHQ,i si naaney [ŋgiye bomo],i	si	naaney	[ŋgiye	bomo],they	IMPF.NEG	trust	[REFL.3PL	head],They don,,,heavy reflexive strategy,reflexive,"Heath, Jeffrey (1999a). <i>A Grammar of Koyra Chiini. The Songhay of Timbuktu</i>. Berlin/New York: Mouton de Gruyter."
266,KHQ,a si hasara [n ga] haya foo nda n či ni daa [nda [n bomo di]] ŋga ma jiti [[n bomo] kuna] kul,a	si	hasara	[n	ga]	haya	foo	nda	n	či	ni	daa	[nda	[n	bomo	di]]	ŋga	ma	jiti	[[n	bomo]	kuna]	kul,it	IMPF.NEG	ruin	[you	on]	thing	one	if	NEG	be	you	EMPH	[with	[your	head	DEF]]	SBJ.FOC	SUBJ	be.startled	[[your	head]	LOC]	all,"It (dwarf) won't hurt anything on you, unless it's you yourself who may be startled inside your head.",,,SUBJ: subjunctive; SBJFOC: subject focus; <i>bomo</i> used like an adnominal intensifier,adnominal,"Heath, Jeffrey (1999a). <i>A Grammar of Koyra Chiini. The Songhay of Timbuktu</i>. Berlin/New York: Mouton de Gruyter."
267,KHQ,a bere ŋgu nda cirow,a	bere	ŋgu	nda	cirow,he	change	REFL	with	bird,He turned (himself) into a bird.,,,light reflexive strategy<br> <i>bere</i> belongs to a group of verbs that only occur in simple reflexive transitives,reflexive,"Heath, Jeffrey (1999a). <i>A Grammar of Koyra Chiini. The Songhay of Timbuktu</i>. Berlin/New York: Mouton de Gruyter."
268,KHQ,i koy ŋgiye doo,i	koy	ŋgiye	doo,they	go	REFL.3PL	at,They went to their (own) home.,,,"REFL often equivalent with English <i>own</i> (cf. Swedish <i>sin</i>, Russian <i>svoj</i>, Latin <i>suus</i> etc.)",own,"Heath, Jeffrey (1999a). <i>A Grammar of Koyra Chiini. The Songhay of Timbuktu</i>. Berlin/New York: Mouton de Gruyter."
269,GJR,raaj (tene) potaane nõdhaavše,raaj	(tene)	potaane	nõdhaavše,Raj	(him)	REFL.ACC	will.enlist,Raj will enlist himself.,,,,reflexive,"Mistry (2000). Lexical anaphors and pronouns in Gujarati. In Lust et al. (eds.), <i>Lexical Anaphors and Pronouns in Selected South Asian Languages</i>. Berlin: Mouton de Gruyter."
270,GJR,hu [mane (potaane)] nõdhaaviš,hu	[mane	(potaane)]	nõdhaaviš,I	[me	(REFL.ACC)]	will.enlist,I will enlist myself.,,,REFL is optional with a non-third-person antecedent,reflexive,"Mistry (2000). Lexical anaphors and pronouns in Gujarati. In Lust et al. (eds.), <i>Lexical Anaphors and Pronouns in Selected South Asian Languages</i>. Berlin: Mouton de Gruyter."
271,GJR,rameš aa kaam [potaan-i meLe]/svatah/jaate karše,rameš	aa	kaam	[potaan-i	meLe]/svatah/jaate	karše,Ramesh	this	work	[INT.GEN-MASC.SG	own]/INT/INT	will.do,Ramesh will do this work by himself.,,,,adv exclusive,"Mistry (2000). Lexical anaphors and pronouns in Gujarati. In Lust et al. (eds.), <i>Lexical Anaphors and Pronouns in Selected South Asian Languages</i>. Berlin: Mouton de Gruyter."
272,GJR,kišore khudne/nijne naahakno vagovyo,kišore	khudne/nijne	naahakno	vagovyo,Kishor-ERG	INT.ACC/INT.ACC	unnecessarily	humiliated,Kishor unnecessarily humiliated himself.,,,<i>khud</i> and <i>nij</i> also occur in argument position as reflexives,reflexive,"Mistry (2000). Lexical anaphors and pronouns in Gujarati. In Lust et al. (eds.), <i>Lexical Anaphors and Pronouns in Selected South Asian Languages</i>. Berlin: Mouton de Gruyter."
273,CLN,en Joan es va veure en el mirall,en	Joan	es	va	veure	en	el	mirall,ART	Joan	REFL	AUX.3SG	see.INF	in	ART	mirror,John saw himself in the mirror.,,,,reflexive,"Hualde, Jose Ignacio (1992). <i>Catalan</i>. London: Routledge."
274,BNG,o ama-r nije-r bhay,o	ama-r	nije-r	bhay,he	I-GEN	INT-GEN	brother,He is my own brother.,,,,own,"Sengupta, G. (2000). Lexical anaphors and pronouns in Bangla. In Lust et al. (eds.), <i>Lexical Anaphors and Pronouns in Selected South Asian Languages</i>. Berlin: Mouton de Gruyter."
275,YUH,Ngóh hoichí líuhgáai jihgéi,Ngóh	hoichí	líuhgáai	jihgéi,I	begin	understand	REFL,I am beginning to understand myself.,,,,reflexive,"Matthews, Stephen & Yip, Virginia (1994). <i>Cantonese: A Comprehensive Grammar</i>. London: Routledge."
276,YUH,Ngóh tùhng kéuih góng-jó jihgéi heui,Ngóh	tùhng	kéuih	góng-jó	jihgéi	heui,I	with	him	say-PFCT	INT	go,I told him I would go myself.,,,subject reflexive in complement clause or headless adnominal intensifier,reflexive,"Matthews, Stephen & Yip, Virginia (1994). <i>Cantonese: A Comprehensive Grammar</i>. London: Routledge."
277,ARM,Paul-ə (ink’-n-)ir-en nekar-i mej tesav,Paul-ə	(ink’-n-)ir-en	nekar-i	mej	tesav,Paul-ART	INT-REFL-DAT	picture-DAT	on	saw,Paul saw himself in the picture.,,,,reflexive,questionnaire (source of information: Stella Gevorkian)
278,DNS,Jan taler med sig selv,Jan	taler	med	sig	selv,Jan	talks	with	REFL	INT,Jan is talking to himself.,,,typically other-directed activity: REFL+INT,reflexive,questionnaire (source informant: Nanna Brandenhoff)
279,BSQ,aita santua-k bera-k gurekin hitzegino du,aita	santua-k	bera-k	gurekin	hitzegino	du,father	holy-ERG.SG	INT-ERG	we.SOC	talk.FUT	3SG.ERG.AUX2.PRS,The Pope himself will talk to us.,,,,adnominal,questionnaire (source of information: Iraide Ibarretxe)
280,BSQ,ni-k n-eu-k ikus-i n-u-en,ni-k	n-eu-k	ikus-i	n-u-en,1SG-ERG.SG	1SG-INT-ERG	see-PFCT	1SG.ERG.3SG.ABS.AUX2.PAST,I saw it myself.,,,,adv exclusive,"Saltarelli, Mario (1988). <i>Basque</i>. London: Routledge."
281,YUH,"A-Mìhng jihgéi wúih lám baahn-faat, msái leih daam-sam","A-Mìhng	jihgéi	wúih	lám	baahn-faat,	msái	leih	daam-sam",Ah-Ming	INT	will	think	solution	no	need	you-worry,"Ming himself will think of a solution, you don't need to worry.",,,,adnominal,"Matthews, Stephen & Yip, Virginia (1994). <i>Cantonese: A Comprehensive Grammar</i>. London: Routledge."
282,FIN,presidentti itse tervehti meitä,presidentti	itse	tervehti	meitä,president.NOM	INT.NOM	greeted.3SG	us.PRTT,The president himself welcomed us.,,,PRTT: partitive case,adnominal,Pia Päiviö (p.c.)
283,FIN,korjasin autoni itse,korjasin	autoni	itse,repaired.1SG	car.1SG.POSS	INT.NOM,I repaired my car myself.,,,,adv exclusive,Pia Päiviö (p.c.)
284,FIN,Mika petti oma-n perheensä,Mika	petti	oma-n	perheensä,Mika	betrayed.3SG	OWN-SG.ACC	family.ACC.POSS,Mika betrayed his own family.,,,,own,Pia Päiviö (p.c.)
285,FIN,hän puolusta-utu-i (hän puolusti itse-ä-än),hän	puolusta-utu-i	(hän	puolusti	itse-ä-än),he	defend-REFL-PAST.3SG	(he	defend.PAST.3SG	INT-PART-POSS.3SG),He defended himself.,,,<i>-UtU-</i>: verbal strategy; verbal strategy used for typically self-directed activities; PART: partitive case,reflexive,Pia Päiviö (p.c.)
286,YUH,ni di haih léih jihgéi ge sih,ni	di	haih	léih	jihgéi	ge	sih,this	CL	is	you	INT	ATTR	matter,This is your own business.,,,INT ATTR: <i>own</i>; ATTR: attributive marker (or LP (linking particle)); CL: classifier,own,"Matthews, Stephen & Yip, Virginia (1994). <i>Cantonese: A Comprehensive Grammar</i>. London: Routledge."
287,CLN,la Maria es pentina (a si/a ella (mateixa)),la	Maria	es	pentina	(a	si/a	ella	(mateixa)),ART	Mary	REFL	combs	(to	REFL/to	she	(INT.FEM.SG)),Mary combs herself.,,,two reflexives can occur in the same clause (prepositional reflexive is optional; it can be replaced by PRO+INT); with an intrinsically reflexive verb such as suïcidar-se (to commit suicide) the prepositional reflexive is not allowed; reflexive-doubling is used for reasons of emphasis,reflexive,"Hualde, Jose Ignacio (1992). <i>Catalan</i>. London: Routledge."
288,FIN,ovi sulke-utu-i itse-stä-än,ovi	sulke-utu-i	itse-stä-än,door.NOM	close-REFL-PAST.3SG	REFL-ELA-POSS.3SG,The door closed by itself.,,,ELA: elative case <i>from inside</i>; anti-causative: probably structurally analogous to Danish <i>sig selv</i>,adv exclusive,Pia Päiviö (p.c.)
289,DUT,zij hebben het huis zelf geverfd,zij	hebben	het	huis	zelf	geverfd,they	have	ART	house	INT	painted,They painted the house themselves.,,,,adv exclusive,"Donaldson, Bruce (1997). <i>Dutch: A Comprehensive Grammar</i>. London: Routledge."
290,FIN,jopa/itse kansleri tul-i kokoukseen,jopa/itse	kansleri	tul-i	kokoukseen,even	chancellor	come-PAST.3SG	meeting.ILL,Even the chancellor came to our meeting.,,,ILL: illative case,scalar focus particl,Pia Päiviö (p.c.)
291,DNS,Santiago dræbte selv fisk-en,Santiago	dræbte	selv	fisk-en,Santiago	killed	INT	fish-ART,Santiago killed the fish himself.,,,,adv exclusive,questionnaire (source informant: Nanna Brandenhoff)
292,CLN,el rei mateix ho va dir,el	rei	mateix	ho	va	dir,ART	king	INT.MASC.SG	it	AUX.3SG	say.INF,The king himself said it.,,,<i>ho</i>: neuter third person clitic; past tense: present auxiliary + INF,adnominal,"Hualde, Jose Ignacio (1992). <i>Catalan</i>. London: Routledge."
295,CLN,en Joan sempre explica històries sobre {si mateix / ell mateix},en	Joan	sempre	explica	històries	sobre	{si	mateix	/	ell	mateix},ART	John	always	explain	stories	about	REFL	INT.MASC.SG	/	he	INT.MASC.SG,John always tells stories about himself.,,,,reflexive,"Hualde, Jose Ignacio (1992). <i>Catalan</i>. London: Routledge."
296,OTA,ra šua bi ’øki sɛ̌hɛ́ rá ŋgǔ,ra	šua	bi	’øki	sɛ̌hɛ́	rá	ŋgǔ,ART	Juan	3.PRET	make	INT	his	house,John made his house by himself.,,,,adv exclusive,Volker Gast (f.w.)
297,CLN,ensenya els seus fills [ell mateix],ensenya	els	seus	fills	[ell	mateix],teaches	ART.3PL.MASC	his	children	he	INT.MASC.SG,He teaches his children himself.,,,<i>mateix</i> is phonologically dependent on a preceding nominal; therefore AVE combines a non-clitic pronoun and mateix,adv exclusive,source of information: Roger Garcia Coll
298,FIN,tunne itse-si!,tunne	itse-si!,know	REFL-POSS.2SG,Know thyself!,,,,reflexive,"Hakulinen, Lauri (1960). <i>Handbuch der Finnischen Sprache</i>. Wiesbaden: Otto Harrassowitz."
299,DNS,dør-en åbnede af sig selv,dør-en	åbnede	af	sig	selv,door-ART	opened	PREP	REFL	INT,The door opened by itself,,,,adv exclusive,questionnaire (source informant: Nanna Brandenhoff)
300,CLN,en Joan va vendre el seu (propi) llibre,en	Joan	va	vendre	el	seu	(propi)	llibre,ART	John	AUX.3SG	sell.INF	ART	his	OWN	book,John sold his own book.,,,with <i>propi</i> only reflexive interpretation of possessor possible,own,"Hualde, Jose Ignacio (1992). <i>Catalan</i>. London: Routledge."
301,KHC,karama-su ku-laha-ʔe na beka-no,karama-su	ku-laha-ʔe	na	beka-no,INT-POSS.1SG	1SG-search-3OBJ	NOM	cat-POSS.3SG,I searched for the cat myself.,,,-,adv exclusive,"Donohue, Mark (1999). <i>A Grammar of Tukang Besi</i>. Berlin: Mouton de Gruyter."
305,DUT,Jan zag zichzelf,Jan	zag	zichzelf,Jan	saw	REFL,Jan saw himself.,,,-,refl,Jenny Audring (p.c.)
306,PJT,ngayulu-Na-tju waka-nu,ngayulu-Na-tju	waka-nu,1SG.NOM(full)-1SG.NOM(clitic)-REFL.1SG	spear-PST,I speared myself.,,,capital letters indicate retroflex articulation,reflexive,"Bowe, Heather (1990). <i>Categories, constituents and constituent order in Pitjantjatjara</i>. London: Routledge."
307,PJT,waka-Nu-Na-tju,waka-Nu-Na-tju,spear-PST-1SG.NOM-REFL.1SG,I speared myself.,,,capital letters indicate retroflex articulation,reflexive,"Bowe, Heather (1990). <i>Categories, constituents and constituent order in Pitjantjatjara</i>. London: Routledge."
310,PJT,ngayulu-Na-tju puNu katingu,ngayulu-Na-tju	puNu	katingu,1SG.NOM(full)-1SG.NOM(clitic)-1REFL	wood	brought,I brought the wood all by myself.,,,capital letters indicate retroflex articulation,adv exclusive,"Bowe, Heather (1990). <i>Categories, constituents and constituent order in Pitjantjatjara</i>. London: Routledge."
312,BRA,màsake yɛ̀rɛ yé ù fò,màsake	yɛ̀rɛ	yé	ù	fò,king	INT	PST	them	talk.to,The king himself welcomed them/Even the king welcomed them.,,,,adnominal,"Kastenholz, R. (1998). <i>Grundkurs Bambara (Manding) mit Texten</i>. Köln: Köppe."
313,BRA,à yé í sìgi,à	yé	í	sìgi,he	PST	REFL	sit.down,Ha sat down.,,,---,reflexive,"Kastenholz, R. (1998). <i>Grundkurs Bambara (Manding) mit Texten</i>. Köln: Köppe."
314,BRA,Musa yɛ̀rɛ nàna,Musa	yɛ̀rɛ	nàna,Musa	INT	came.,Musa came personally.,,,,adv exclusive,"Ebermann, E. (1986). <i>Kleines Wörterbuch der Bambara-Sprache</i>. Wien: Universität Wien."
315,BRA,Usman yɛ̀rɛ yé tobili kè,Usman	yɛ̀rɛ	yé	tobili	kè,Usman	INT	PST	food	make,Usman himself has cooked.,,,,adnominal,"Ebermann, E. (1986). <i>Kleines Wörterbuch der Bambara-Sprache</i>. Wien: Universität Wien."
316,AMI,ija ija-dodoc quga,ija	ija-dodoc	quga,I	I-REFL	hit,I hit myself.,,,-,reflexive,John Roberts (p.c.)
317,AMI,meme-g uqa-dodoc cal men,meme-g	uqa-dodoc	cal	men,father-POSS.3SG	he-INT	dead	become(remote	past),His father himself died.,,,-,adnominal,John Roberts (p.c.)
318,AMI,meme-g uqa-dodoc qon,meme-g	uqa-dodoc	qon,father-POSS.3SG	he-REFL	hit(remote	past),His father hit himself.,,,,reflexive,John Roberts (p.c.)
319,AMI,jo uqa-dodoc,jo	uqa-dodoc,house	it-INT,the house itself,,,,adnominal,John Roberts (p.c.)
320,FUH,mi nawnii hoore am,mi	nawnii	hoore	am,I	injured	REFL	my,I injured myself.,,,---,reflexive,"Jungraithmayr, H. & A. Al-Amin (1989). <i>Einführung in die Ful-Sprache</i>. Berlin: Dietrich Reimer."
321,FUH,mi warii bee hoore am,mi	warii	bee	hoore	am,I	came	[with	head	my]=INT,I came myself,,,strategy of adverbial intensification similar to that of Arabic and Hebrew,adv exclusive,"Jungraithmayr, H. & A. Al-Amin (1989). <i>Einführung in die Ful-Sprache</i>. Berlin: Dietrich Reimer."
322,FUH,bello loot-ake,bello	loot-ake,Bello	wash-MID.PFCT,Bello washed.,,,<i>loot-</i> is a transitive stem (<i>Bello lootii limce</i> 'Bello washed the laundry'; the middle forms vary with tense/aspect categories,reflexive,"Jungraithmayr, H. & A. Al-Amin (1989). <i>Einführung in die Ful-Sprache</i>. Berlin: Dietrich Reimer."
324,NRN,jeg skal hente det selv,jeg	skal	hente	det	selv,I	shall	fetch	it	INT,I shall fetch it myself.,,,-,adv exclusive,"Strandskogen, Åse-Berit and Rolf Strandskogen (1986). <i>Norwegian. An Essential Grammar</i>. London: Routledge."
325,NRN,det er mange parkeringsplasser i selve Oslo,det	er	mange	parkeringsplasser	i	selve	Oslo,there	are	many	car-parks	in	INT	Oslo,There are many car-parks in Oslo itself.,,,---,adnominal,"Strandskogen, Åse-Berit and Rolf Strandskogen (1986). <i>Norwegian. An Essential Grammar</i>. London: Routledge."
326,HUA,nii dà kâina [naa yi aikìì],nii	dà	kâina	[naa	yi	aikìì],I	with	INT/REFL.1SG	[I	have	worked],I have worked myself.,,,---,adv exclusive,"Schamberger, U. and F. Stoiber (1994). <i>Einführung in das Hausaa</i>. Wien: Institut für Afrikanistik und Ägyptologie."
327,NRN,jeg fortalte ham at selv min bror kunne klare det,jeg	fortalte	ham	at	selv	min	bror	kunne	klare	det,I	told	him	that	even	my	brother	can	do	that,I told him that even my brother can do that.,,,-,scalar focus particle,"Strandskogen, Åse-Berit and Rolf Strandskogen (1986). <i>Norwegian. An Essential Grammar</i>. London: Routledge."
328,HUA,kee dà kânkì [kikà tàfi kààsuwaa],kee	dà	kânkì	[kikà	tàfi	kààsuwaa],you	with	INT/REFL.2SG	[you	went	to.the.market],You went to the market yourself.,,,---,adv exclusive,"Schamberger, U. and F. Stoiber (1994). <i>Einführung in das Hausaa</i>. Wien: Institut für Afrikanistik und Ägyptologie."
330,NRN,han vasker seg,han	vasker	seg,he	washes	REFL,He washes himself.,,,,reflexive,"Strandskogen, Åse-Berit and Rolf Strandskogen (1986). <i>Norwegian. An Essential Grammar</i>. London: Routledge."
331,HUA,[zaa mù zoo] muu dà kânmù,[zaa	mù	zoo]	muu	dà	kânmù,[we	will	come]	we	with	INT/REFL.1PL,We will come by ourselves.,,,,adv exclusive,"Jaggar, P.J. (2001). <i>Hausa</i>. Amsterdam: Benjamins."
332,HUA,nii kâinaa [naa san àbîn yî],nii	kâinaa	[naa	san	àbîn	yî],I	INT.1SG	[I	know	what	to.do],I myself know what to do.,,,---,adnominal,"Newman, R.M. (1990). <i>An English-Hausa Dictionary</i>. New Haven & London: Yale University Press."
333,HUA,[sun cùùci] kânsù,[sun	cùùci]	kânsù,[they	cheated]	REFL.3PL,They cheated themselves.,,,---,reflexive,"Newman, R.M. (1990). <i>An English-Hausa Dictionary</i>. New Haven & London: Yale University Press."
334,HUA,[naa gyaarà mootàà] dà kâinaa,[naa	gyaarà	mootàà]	dà	kâinaa,[I	fixed	car]	with	INT/REFL.1SG,I fixed the car myself.,,,---,adv exclusive,"Newman, R.M. (1990). <i>An English-Hausa Dictionary</i>. New Haven & London: Yale University Press."
335,SWD,han har ett eget hus,han	har	ett	eget	hus,he	has	an	own	house,He has a house of his own.,,,,own,"Holmes, Philip and Ian Hinchliffe (1994). <i>Swedish. A Comprehensive Grammar</i>. London: Routledge."
336,SWD,jag har skurit mig,jag	har	skurit	mig,I	have	cut	me,I have cut myself.,,,(thanks are due to Michael Reißler for corrections in this example),reflexive,"Holmes, Philip and Ian Hinchliffe (1994). <i>Swedish. A Comprehensive Grammar</i>. London: Routledge."
337,LIN,na-ko-mí-tú-na,na-ko-mí-tú-na,1SG-FUT-REFL-ask-TAM,I will ask myself.,,,TAM: tense/aspect/mood,reflexive,"Meeuwis, M. (1998). <i>Lingala</i>. München/Newcastle: LINCOM."
338,SWD,hon sköt sig,hon	sköt	sig,she	shot	REFL,She shot herself.,,,,reflexive,"Holmes, Philip and Ian Hinchliffe (1994). <i>Swedish. A Comprehensive Grammar</i>. London: Routledge."
339,LIN,to-ko-mí-pé-sa mbóngo,to-ko-mí-pé-sa	mbóngo,1PL-FUT-REFL-give-TAM	money,We will give ourselves money.,,,TAM: tense/aspect/mood,reflexive,"Meeuwis, M. (1998). <i>Lingala</i>. München/Newcastle: LINCOM."
340,LIN,yé mɔ́kɔ́,yé	mɔ́kɔ́,he	INT,"he himself, by himself, only he",,,,adnominal,"Carrington, J.F. and M. Guthrie (1988). <i>Lingala - Grammar and Dictionary</i>. Didcot: Baptist Missionary Society."
341,ISL,hún skammast sín,hún	skammast	sín,he	is.ashamed.of	REFL,He is ashamed of himself.,,,<i>sín</i>: genitive reflexive pronoun,reflexive,"Kress, Bruno (1982). <i>Isländische Grammatik</i>. Leipzig: VEB Verlag Enzyklopädie."
342,ISL,verkalýðshreyfingin sjálf,verkalýðshreyfingin	sjálf,the.labour.movement	INT,the labour movement itself,,,<i>sig</i> is also used in middle contexts; there is also a verbal middle ending <i>-s</i> (&lt; <i>sig</i>),adnominal,"Kress, Bruno (1982). <i>Isländische Grammatik</i>. Leipzig: VEB Verlag Enzyklopädie."
343,NRN,Jon foraktet seg selv,Jon	foraktet	seg	selv,Jon	despised	REFL	INT,Jon despised himself.,,,"with typically other-directed verbs, <i>selv</i> is obligatory",reflexive,"Hellan, l. (1988). <i>Anaphora in Norwegian and the Theory of Grammar</i>. Dordrecht: Foris."
344,KIN,umukoôbwa á-r-íi-reeb-a,umukoôbwa	á-r-íi-reeb-a,girl	3SG-PRES-REFL-watch-IMPF,The girl is watching herself.,,,,reflexive,"Kimeniy, A. (1978). <i>A Relational Grammar of Kinyarwanda</i>. Berkeley: University of California Press."
345,KIN,umuhuûngu á-r-íiy-erek-a ama-shusho,umuhuûngu	á-r-íiy-erek-a	ama-shusho,boy	3SG-PRES-REFL-show-IMPF	PL-picture,The boy is showing pictures to himself.,,,,reflexive,"Kimeniy, A. (1978). <i>A Relational Grammar of Kinyarwanda</i>. Berkeley: University of California Press."
346,KIN,aba-gabo bá-r-íiy-úubak-ir-a inzu,aba-gabo	bá-r-íiy-úubak-ir-a	inzu,PL-man	3PL-PRES-REFL-build-APPL-IMPF	house,The men are building their own house.,,,,own,"Kimeniy, A. (1978). <i>A Relational Grammar of Kinyarwanda</i>. Berkeley: University of California Press."
354,ISL,Jon sagði þeim að María elski sig,Jon	sagði	þeim	að	María	elski	sig,Jon	said	them	that	Mary	love.SUBJ	REFL,Jon told them that Mary loves him.,,,long-distance bound use of <i>sig</i>,reflexive,"Pica, P. (1991) On the interaction between antecedent-government and binding: the case of long-distance reflexivization. In Koster & Reuland (eds.) Long-distance Anaphora."
355,ISL,María skipað Harald að raka sig,María	skipað	Harald	að	raka	sig,Maria	ordered	Harald	to	shave	REFL,María ordered Harald to shave her/himself.,,,long-distance bound use of <i>sig</i>,reflexive,"Wexler, K. & Manzini, R. (1987). Parameters, binding theory, and learnability. Linguistic Inquiry, 417."
356,SOM,wày is dishay,wày	is	dishay,she	REFL	killed,She killed herself.,,,---,reflexive,"Saaed, J. (1999). <i>Somali</i>. Amsterdam: Benjamins."
357,SOM,wuu is-ká warramay,wuu	is-ká	warramay,he	REFL-about	told.news,He told news about himself.,,,---,reflexive,"Saaed, J. (1999). <i>Somali</i>. Amsterdam: Benjamins."
362,GAZ,iníi íf d’owe,iníi	íf	d’owe,he	REFL	hit,He hit himself.,,,Harar Oromo,reflexive,"Owens, J. (1985). <i>A Grammar of Harar Oromo (Northern Ethiopia)</i>. Hamburg: Buske."
